address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	Voltage(v)	hx	hy	hz
0x50	 21:08:19.281	-0.0020	0.1431	0.9722	-4.0283	1.7700	4.0283	2.7686	-0.4340	-119.1193	47.68	3.59	0	0	0
0x50	 21:08:19.281	-0.0020	0.1431	0.9722	-4.0283	1.7700	4.0283	2.7521	-0.4175	-119.0808	47.68	3.59	0	0	0
0x50	 21:08:19.333	-0.0054	0.1055	0.9971	4.1504	5.4932	-0.0610	2.8235	-0.3625	-119.0808	47.68	3.59	0	0	0
0x50	 21:08:19.333	-0.0054	0.1055	0.9971	4.1504	5.4932	-0.0610	2.8839	-0.3076	-119.0753	47.68	3.59	0	0	0
0x50	 21:08:19.333	0.0181	0.0977	1.0459	-2.0142	-5.6152	4.6997	2.8894	-0.3680	-119.0314	47.67	3.59	0	0	0
0x50	 21:08:19.333	0.0181	0.0977	1.0459	-2.0142	-5.6152	4.6997	2.8894	-0.4230	-118.9874	47.67	3.59	0	0	0
0x50	 21:08:19.333	-0.0122	0.1499	0.9355	0.2441	1.4648	5.1880	2.9169	-0.4120	-118.9325	47.67	3.59	0	0	0
0x50	 21:08:19.333	-0.0122	0.1499	0.9355	0.2441	1.4648	5.1880	2.9443	-0.4010	-118.8831	47.67	3.59	0	0	0
0x50	 21:08:19.333	0.0210	0.1436	1.0684	4.5166	-0.4272	-4.9438	3.0103	-0.4010	-118.9325	47.67	3.59	0	0	0
0x50	 21:08:19.400	0.0210	0.1436	1.0684	4.5166	-0.4272	-4.9438	3.0817	-0.4010	-118.9819	47.67	3.59	0	0	0
0x50	 21:08:19.400	0.0024	0.0820	0.9712	-5.2490	-5.8594	2.6245	3.0542	-0.4614	-118.9600	47.68	3.59	0	0	0
0x50	 21:08:19.400	0.0024	0.0820	0.9712	-5.2490	-5.8594	2.6245	3.0212	-0.5219	-118.9380	47.68	3.59	0	0	0
0x50	 21:08:19.407	0.0039	0.0396	1.0083	4.6387	5.1270	-1.5259	3.0927	-0.4724	-118.9490	47.68	3.59	0	0	0
0x50	 21:08:19.407	0.0039	0.0396	1.0083	4.6387	5.1270	-1.5259	3.1531	-0.4175	-118.9600	47.68	3.59	0	0	0
0x50	 21:08:19.407	0.0210	0.0093	1.0464	-3.0518	-5.1880	-1.0986	3.1366	-0.4669	-118.9764	47.68	3.59	0	0	0
0x50	 21:08:19.450	0.0210	0.0093	1.0464	-3.0518	-5.1880	-1.0986	3.1201	-0.5219	-118.9874	47.68	3.59	0	0	0
0x50	 21:08:19.450	0.0049	-0.0400	0.9419	1.7090	4.6387	1.0986	3.1421	-0.4724	-118.9764	47.68	3.59	0	0	0
0x50	 21:08:19.450	0.0049	-0.0400	0.9419	1.7090	4.6387	1.0986	3.1641	-0.4285	-118.9600	47.68	3.59	0	0	0
0x50	 21:08:19.450	0.1382	0.0029	1.2397	7.7515	-1.2207	-6.2256	3.2410	-0.4395	-119.0259	47.65	3.59	0	0	0
0x50	 21:08:19.450	0.1382	0.0029	1.2397	7.7515	-1.2207	-6.2256	3.3179	-0.4559	-119.0863	47.65	3.59	0	0	0
0x50	 21:08:19.450	-0.0132	-0.5190	0.7432	-0.5493	47.4243	-31.1890	3.2959	0.0220	-119.3719	47.68	3.59	0	0	0
0x50	 21:08:19.450	-0.0132	-0.5190	0.7432	-0.5493	47.4243	-31.1890	3.2574	0.4999	-119.6576	47.68	3.59	0	0	0
0x50	 21:08:19.545	-0.1553	-3.9995	3.6763	-50.0488	19.7144	-4.1504	2.6642	0.6921	-119.6906	47.67	3.59	0	0	0
0x50	 21:08:19.545	-0.6592	-15.9990	14.6987	-50.0488	19.7144	-4.1504	1.9666	0.8899	-119.7235	47.67	3.59	0	0	0
0x50	 21:08:19.545	-0.0210	-3.4263	1.0493	-223.1445	14.4653	14.0991	-0.4834	1.0327	-119.5862	47.67	3.59	0	0	0
0x50	 21:08:19.545	-0.0210	-3.4263	1.0493	-223.1445	14.4653	14.0991	-2.9498	1.1810	-119.4489	47.67	3.59	0	0	0
0x50	 21:08:19.545	0.0073	-1.4868	0.2075	-138.9771	12.7563	30.5786	-4.5758	1.3239	-119.1577	47.67	3.59	0	0	0
0x50	 21:08:19.545	0.0073	-1.4868	0.2075	-138.9771	12.7563	30.5786	-6.2018	1.4777	-118.8721	47.67	3.59	0	0	0
0x50	 21:08:19.590	0.1426	1.3530	0.5161	7.9956	3.2959	32.3486	-7.0917	1.5875	-118.5754	47.67	3.59	0	0	0
0x50	 21:08:19.590	0.1426	1.3530	0.5161	7.9956	3.2959	32.3486	-7.2235	1.6589	-118.2678	47.67	3.59	0	0	0
0x50	 21:08:19.590	-0.0190	0.0054	0.4316	205.9326	2.7466	10.1929	-6.3501	1.7029	-118.0701	47.67	3.59	0	0	0
0x50	 21:08:19.590	-0.0190	0.0054	0.4316	205.9326	2.7466	10.1929	-4.4989	1.7303	-117.9822	47.67	3.59	0	0	0
0x50	 21:08:19.606	0.0679	0.8765	1.9956	291.7480	57.9224	46.9971	-2.2028	2.0435	-117.7185	47.68	3.59	0	0	0
0x50	 21:08:19.606	0.0679	0.8765	1.9956	291.7480	57.9224	46.9971	0.5493	2.6147	-117.2736	47.68	3.59	0	0	0
0x50	 21:08:19.606	-0.1089	0.8179	0.9658	-45.1660	-28.4424	129.6387	1.6699	2.7191	-116.4001	47.67	3.59	0	0	0
0x50	 21:08:19.673	-0.1089	0.8179	0.9658	-45.1660	-28.4424	129.6387	1.1536	2.3895	-115.1257	47.67	3.59	0	0	0
0x50	 21:08:19.673	0.0400	-0.4263	1.1533	-2.9297	7.2021	72.8149	0.8514	2.2577	-114.1260	47.68	3.59	0	0	0
0x50	 21:08:19.673	0.0400	-0.4263	1.1533	-2.9297	7.2021	72.8149	0.7471	2.3071	-113.4064	47.68	3.59	0	0	0
0x50	 21:08:19.673	-0.0601	0.0444	1.0063	-18.4326	46.2036	30.0903	0.5603	2.5543	-112.9065	47.68	3.59	0	0	0
0x50	 21:08:19.673	-0.0601	0.0444	1.0063	-18.4326	46.2036	30.0903	0.3021	2.9993	-112.6154	47.68	3.59	0	0	0
0x50	 21:08:19.673	-0.2314	0.0664	0.9634	-6.1035	25.5127	32.4097	0.1154	3.3453	-112.3132	47.68	3.59	0	0	0
0x50	 21:08:19.673	-0.2314	0.0664	0.9634	-6.1035	25.5127	32.4097	0.0000	3.5870	-112.0001	47.68	3.59	0	0	0
0x50	 21:08:19.734	-0.1226	0.0562	1.0298	-2.6855	-11.5356	33.9355	-0.0824	3.6530	-111.6815	47.67	3.59	0	0	0
0x50	 21:08:19.734	-0.1226	0.0562	1.0298	-2.6855	-11.5356	33.9355	-0.1428	3.5376	-111.3574	47.67	3.59	0	0	0
0x50	 21:08:19.734	-0.0938	0.0952	0.9995	-2.3193	3.9673	11.9019	-0.2032	3.4991	-111.1377	47.68	3.59	0	0	0
0x50	 21:08:19.734	-0.0938	0.0952	0.9995	-2.3193	3.9673	11.9019	-0.2637	3.5376	-111.0333	47.68	3.59	0	0	0
0x50	 21:08:19.734	-0.1206	0.0293	1.0229	-0.3052	-0.3052	0.8545	-0.3076	3.5596	-110.9784	47.67	3.59	0	0	0
0x50	 21:08:19.734	-0.1206	0.0293	1.0229	-0.3052	-0.3052	0.8545	-0.3406	3.5596	-110.9839	47.67	3.59	0	0	0
0x50	 21:08:19.780	-0.0361	0.0220	0.9897	0.1831	0.5493	0.0610	-0.3680	3.5651	-110.9894	47.67	3.59	0	0	0
0x50	 21:08:19.780	-0.0361	0.0220	0.9897	0.1831	0.5493	0.0610	-0.3900	3.5760	-111.0059	47.67	3.59	0	0	0
0x50	 21:08:19.780	-0.0718	0.0181	1.0010	-0.0610	-0.4883	-0.0610	-0.4120	3.5760	-111.0168	47.67	3.59	0	0	0
0x50	 21:08:19.780	-0.0718	0.0181	1.0010	-0.0610	-0.4883	-0.0610	-0.4285	3.5706	-111.0278	47.67	3.59	0	0	0
0x50	 21:08:19.780	-0.0635	0.0254	1.0020	-0.1831	0.0610	0.0000	-0.4449	3.5706	-111.0388	47.66	3.59	0	0	0
0x50	 21:08:19.780	-0.0635	0.0254	1.0020	-0.1831	0.0610	0.0000	-0.4614	3.5760	-111.0553	47.66	3.59	0	0	0
0x50	 21:08:19.780	-0.0630	0.0244	1.0010	0.0000	0.0000	0.0610	-0.4724	3.5760	-111.0663	47.67	3.59	0	0	0
0x50	 21:08:19.843	-0.0630	0.0244	1.0010	0.0000	0.0000	0.0610	-0.4779	3.5760	-111.0773	47.67	3.59	0	0	0
0x50	 21:08:19.843	-0.0605	0.0215	1.0010	0.0000	0.1221	0.0000	-0.4834	3.5815	-111.0883	47.67	3.59	0	0	0
0x50	 21:08:19.843	-0.0605	0.0215	1.0010	0.0000	0.1221	0.0000	-0.4889	3.5815	-111.0992	47.67	3.59	0	0	0
0x50	 21:08:19.843	-0.0615	0.0220	0.9990	0.0000	0.0000	0.0000	-0.4944	3.5815	-111.1102	47.67	3.59	0	0	0
0x50	 21:08:19.843	-0.0615	0.0220	0.9990	0.0000	0.0000	0.0000	-0.4944	3.5870	-111.1212	47.67	3.59	0	0	0
0x50	 21:08:19.843	-0.0630	0.0244	1.0000	0.0000	0.0000	0.0000	-0.4944	3.5870	-111.1322	47.67	3.59	0	0	0
0x50	 21:08:19.932	-0.0630	0.0244	1.0000	0.0000	0.0000	0.0000	-0.4944	3.5870	-111.1432	47.67	3.59	0	0	0
0x50	 21:08:19.932	-0.0649	0.0220	1.0005	0.0000	0.0000	0.0000	-0.4944	3.5870	-111.1597	47.67	3.59	0	0	0
0x50	 21:08:19.932	-0.0649	0.0220	1.0005	0.0000	0.0000	0.0000	-0.4944	3.5870	-111.1707	47.67	3.59	0	0	0
0x50	 21:08:19.932	-0.0659	0.0200	1.0054	0.0000	0.0000	0.0000	-0.4889	3.5870	-111.1816	47.68	3.59	0	0	0
0x50	 21:08:19.932	-0.0659	0.0200	1.0054	0.0000	0.0000	0.0000	-0.4834	3.5870	-111.1926	47.68	3.59	0	0	0
0x50	 21:08:19.932	-0.0620	0.0234	1.0015	0.0000	-0.0610	0.0000	-0.4834	3.5870	-111.2036	47.67	3.60	0	0	0
0x50	 21:08:19.933	-0.0620	0.0234	1.0015	0.0000	-0.0610	0.0000	-0.4779	3.5870	-111.2146	47.67	3.59	0	0	0
0x50	 21:08:20.000	-0.0581	0.0259	0.9956	0.0000	-0.0610	0.0000	-0.4724	3.5870	-111.2256	47.67	3.59	0	0	0
0x50	 21:08:20.000	-0.0581	0.0259	0.9956	0.0000	-0.0610	0.0000	-0.4669	3.5870	-111.2366	47.67	3.59	0	0	0
0x50	 21:08:20.000	-0.0596	0.0239	1.0000	0.0000	0.0000	0.0000	-0.4559	3.5870	-111.2476	47.67	3.59	0	0	0
0x50	 21:08:20.000	-0.0596	0.0239	1.0000	0.0000	0.0000	0.0000	-0.4504	3.5870	-111.2585	47.67	3.59	0	0	0
0x50	 21:08:20.000	-0.0610	0.0229	1.0024	0.0000	0.0000	0.0000	-0.4449	3.5870	-111.2695	47.66	3.59	0	0	0
0x50	 21:08:20.000	-0.0610	0.0229	1.0024	0.0000	0.0000	0.0000	-0.4340	3.5870	-111.2805	47.66	3.59	0	0	0
0x50	 21:08:20.000	-0.0620	0.0244	1.0000	0.0000	0.0610	0.0000	-0.4285	3.5870	-111.2915	47.67	3.59	0	0	0
0x50	 21:08:20.063	-0.0620	0.0244	1.0000	0.0000	0.0610	0.0000	-0.4230	3.5870	-111.2970	47.67	3.59	0	0	0
0x50	 21:08:20.063	-0.0645	0.0215	1.0020	0.0000	0.0000	0.0000	-0.4120	3.5870	-111.3080	47.67	3.59	0	0	0
0x50	 21:08:20.063	-0.0645	0.0215	1.0020	0.0000	0.0000	0.0000	-0.4065	3.5870	-111.3190	47.67	3.59	0	0	0
0x50	 21:08:20.063	-0.0669	0.0186	1.0054	0.0000	0.0000	0.0000	-0.3955	3.5870	-111.3300	47.68	3.59	0	0	0
0x50	 21:08:20.063	-0.0669	0.0186	1.0054	0.0000	0.0000	0.0000	-0.3845	3.5870	-111.3409	47.68	3.59	0	0	0
0x50	 21:08:20.063	-0.0664	0.0210	1.0044	0.0000	-0.0610	0.0000	-0.3790	3.5870	-111.3519	47.67	3.59	0	0	0
0x50	 21:08:20.111	-0.0664	0.0210	1.0044	0.0000	-0.0610	0.0000	-0.3680	3.5870	-111.3629	47.67	3.59	0	0	0
0x50	 21:08:20.111	-0.0615	0.0239	1.0000	0.0000	0.0000	0.0000	-0.3625	3.5870	-111.3739	47.67	3.59	0	0	0
0x50	 21:08:20.111	-0.0615	0.0239	1.0000	0.0000	0.0000	0.0000	-0.3516	3.5870	-111.3794	47.67	3.59	0	0	0
0x50	 21:08:20.111	-0.0601	0.0234	0.9995	0.0000	-0.0610	0.0000	-0.3461	3.5870	-111.3904	47.68	3.59	0	0	0
0x50	 21:08:20.111	-0.0601	0.0234	0.9995	0.0000	-0.0610	0.0000	-0.3351	3.5870	-111.4014	47.68	3.59	0	0	0
0x50	 21:08:20.111	-0.0601	0.0244	1.0000	0.0000	-0.0610	0.0000	-0.3241	3.5815	-111.4124	47.67	3.59	0	0	0
0x50	 21:08:20.111	-0.0601	0.0244	1.0000	0.0000	-0.0610	0.0000	-0.3186	3.5815	-111.4233	47.67	3.59	0	0	0
0x50	 21:08:20.194	-0.0596	0.0254	0.9995	0.0000	-0.0610	0.0000	-0.3076	3.5815	-111.4288	47.69	3.59	0	0	0
0x50	 21:08:20.194	-0.0596	0.0254	0.9995	0.0000	-0.0610	0.0000	-0.2966	3.5815	-111.4398	47.69	3.59	0	0	0
0x50	 21:08:20.194	-0.0610	0.0254	0.9990	-0.0610	0.0610	0.0000	-0.2911	3.5815	-111.4508	47.68	3.59	0	0	0
0x50	 21:08:20.194	-0.0610	0.0254	0.9990	-0.0610	0.0610	0.0000	-0.2802	3.5815	-111.4618	47.68	3.59	0	0	0
0x50	 21:08:20.194	-0.0635	0.0215	1.0029	-0.0610	0.0000	0.0000	-0.2747	3.5815	-111.4673	47.67	3.59	0	0	0
0x50	 21:08:20.194	-0.0635	0.0215	1.0029	-0.0610	0.0000	0.0000	-0.2637	3.5815	-111.4783	47.67	3.59	0	0	0
0x50	 21:08:20.238	-0.0654	0.0210	1.0024	0.0000	0.0000	0.0000	-0.2527	3.5815	-111.4893	47.68	3.59	0	0	0
0x50	 21:08:20.238	-0.0654	0.0210	1.0024	0.0000	0.0000	0.0000	-0.2472	3.5815	-111.5002	47.68	3.59	0	0	0
0x50	 21:08:20.238	-0.0654	0.0210	1.0024	0.0000	0.0000	0.0000	-0.2362	3.5815	-111.5057	47.67	3.59	0	0	0
0x50	 21:08:20.238	-0.0654	0.0210	1.0024	0.0000	-0.0610	0.0000	-0.2252	3.5815	-111.5167	47.67	3.59	0	0	0
0x50	 21:08:20.238	-0.0654	0.0210	1.0024	0.0000	-0.0610	0.0000	-0.2197	3.5760	-111.5277	47.67	3.59	0	0	0
0x50	 21:08:20.238	-0.0649	0.0210	1.0034	0.0000	-0.0610	0.0000	-0.2087	3.5760	-111.5332	47.68	3.59	0	0	0
0x50	 21:08:20.238	-0.0649	0.0210	1.0034	0.0000	-0.0610	0.0000	-0.2032	3.5760	-111.5442	47.68	3.59	0	0	0
0x50	 21:08:20.334	-0.0640	0.0215	1.0020	0.0000	-0.1221	0.0000	-0.1923	3.5760	-111.5552	47.67	3.59	0	0	0
0x50	 21:08:20.334	-0.0640	0.0215	1.0020	0.0000	-0.1221	0.0000	-0.1868	3.5760	-111.5607	47.67	3.59	0	0	0
0x50	 21:08:20.334	-0.0620	0.0229	1.0010	0.0000	-0.1831	0.0000	-0.1758	3.5760	-111.5717	47.68	3.59	0	0	0
0x50	 21:08:20.334	-0.0620	0.0229	1.0010	0.0000	-0.1831	0.0000	-0.1648	3.5706	-111.5771	47.68	3.59	0	0	0
0x50	 21:08:20.334	-0.0610	0.0244	0.9995	0.0000	-0.1221	0.0000	-0.1593	3.5706	-111.5881	47.68	3.59	0	0	0
0x50	 21:08:20.334	-0.0610	0.0244	0.9995	0.0000	-0.1221	0.0000	-0.1483	3.5706	-111.5991	47.68	3.59	0	0	0
0x50	 21:08:20.334	-0.0596	0.0244	0.9985	0.0000	-0.1221	0.0000	-0.1428	3.5706	-111.6046	47.68	3.59	0	0	0
0x50	 21:08:20.365	-0.0596	0.0244	0.9985	0.0000	-0.1221	0.0000	-0.1318	3.5651	-111.6156	47.68	3.59	0	0	0
0x50	 21:08:20.365	-0.0601	0.0234	0.9995	0.0000	-0.0610	0.0000	-0.1263	3.5651	-111.6211	47.67	3.59	0	0	0
0x50	 21:08:20.365	-0.0601	0.0234	0.9995	0.0000	-0.0610	0.0000	-0.1154	3.5651	-111.6321	47.67	3.59	0	0	0
0x50	 21:08:20.365	-0.0615	0.0225	1.0000	0.0000	-0.0610	0.0000	-0.1044	3.5651	-111.6376	47.67	3.59	0	0	0
0x50	 21:08:20.365	-0.0615	0.0225	1.0000	0.0000	-0.0610	0.0000	-0.0989	3.5651	-111.6486	47.67	3.59	0	0	0
0x50	 21:08:20.365	-0.0620	0.0220	0.9990	0.0000	0.0000	0.0000	-0.0879	3.5651	-111.6595	47.67	3.59	0	0	0
0x50	 21:08:20.453	-0.0620	0.0220	0.9990	0.0000	0.0000	0.0000	-0.0824	3.5651	-111.6650	47.67	3.59	0	0	0
0x50	 21:08:20.454	-0.0649	0.0215	1.0024	-0.0610	0.0000	0.0000	-0.0714	3.5651	-111.6760	47.67	3.59	0	0	0
0x50	 21:08:20.454	-0.0649	0.0215	1.0024	-0.0610	0.0000	0.0000	-0.0659	3.5651	-111.6815	47.67	3.59	0	0	0
0x50	 21:08:20.454	-0.0649	0.0215	1.0020	0.0000	-0.0610	0.0000	-0.0604	3.5596	-111.6925	47.67	3.59	0	0	0
0x50	 21:08:20.454	-0.0649	0.0215	1.0020	0.0000	-0.0610	0.0000	-0.0494	3.5596	-111.6980	47.67	3.59	0	0	0
0x50	 21:08:20.454	-0.0640	0.0225	1.0020	0.0000	-0.1221	0.0000	-0.0439	3.5596	-111.7090	47.68	3.59	0	0	0
0x50	 21:08:20.454	-0.0640	0.0225	1.0020	0.0000	-0.1221	0.0000	-0.0330	3.5596	-111.7145	47.68	3.59	0	0	0
0x50	 21:08:20.510	-0.0630	0.0225	1.0000	0.0000	-0.1221	0.0000	-0.0275	3.5596	-111.7200	47.68	3.59	0	0	0
0x50	 21:08:20.510	-0.0630	0.0225	1.0000	0.0000	-0.1221	0.0000	-0.0165	3.5596	-111.7310	47.68	3.59	0	0	0
0x50	 21:08:20.510	-0.0620	0.0220	0.9995	0.0000	0.0000	0.0000	-0.0110	3.5596	-111.7365	47.67	3.59	0	0	0
0x50	 21:08:20.510	-0.0244	0.0107	0.5010	0.0000	0.0000	0.0000	-0.0055	3.5596	-111.7474	47.67	3.59	0	0	0
0x50	 21:08:20.510	-0.0605	0.0229	1.0005	0.0000	-0.0610	0.0000	0.0000	3.5596	-111.7529	47.67	3.59	0	0	0
0x50	 21:08:20.510	-0.0605	0.0229	1.0005	0.0000	-0.0610	0.0000	0.0055	3.5541	-111.7639	47.67	3.59	0	0	0
0x50	 21:08:20.604	-0.0620	0.0229	0.9995	0.0000	-0.0610	0.0000	0.0165	3.5541	-111.7694	47.67	3.59	0	0	0
0x50	 21:08:20.604	-0.0620	0.0229	0.9995	0.0000	-0.0610	0.0000	0.0220	3.5541	-111.7749	47.67	3.59	0	0	0
0x50	 21:08:20.604	-0.0630	0.0220	1.0005	0.0000	0.0000	0.0000	0.0275	3.5541	-111.7859	47.67	3.59	0	0	0
0x50	 21:08:20.604	-0.0630	0.0220	1.0005	0.0000	0.0000	0.0000	0.0385	3.5541	-111.7914	47.67	3.59	0	0	0
0x50	 21:08:20.604	-0.0630	0.0229	1.0020	0.0000	0.0000	0.0000	0.0439	3.5541	-111.8024	47.67	3.59	0	0	0
0x50	 21:08:20.604	-0.0630	0.0229	1.0020	0.0000	0.0000	0.0000	0.0494	3.5541	-111.8079	47.67	3.59	0	0	0
0x50	 21:08:20.604	-0.0635	0.0229	1.0010	0.0000	0.0000	0.0000	0.0604	3.5541	-111.8134	47.68	3.59	0	0	0
0x50	 21:08:20.650	-0.0635	0.0229	1.0010	0.0000	0.0000	0.0000	0.0659	3.5541	-111.8243	47.68	3.59	0	0	0
0x50	 21:08:20.650	-0.0576	0.0244	0.9990	0.0000	-0.0610	0.0000	0.0714	3.5541	-111.8298	47.67	3.59	0	0	0
0x50	 21:08:20.650	-0.0576	0.0244	0.9990	0.0000	-0.0610	0.0000	0.0824	3.5541	-111.8353	47.67	3.59	0	0	0
0x50	 21:08:20.650	-0.0601	0.0239	1.0005	-0.0610	0.0000	0.0000	0.0879	3.5541	-111.8463	47.67	3.59	0	0	0
0x50	 21:08:20.650	-0.0601	0.0239	1.0005	-0.0610	0.0000	0.0000	0.0934	3.5541	-111.8518	47.67	3.59	0	0	0
0x50	 21:08:20.650	-0.0605	0.0215	1.0010	-0.0610	0.0000	0.0000	0.1044	3.5541	-111.8573	47.68	3.59	0	0	0
