address	Time(s)	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	Voltage(v)	hx	hy	hz
0x50	 21:05:05.516	-0.0205	0.0435	1.0039	5.6152	1.0986	-1.8921	2.0215	-0.3351	-119.1797	47.68	3.59	0	0	0
0x50	 21:05:05.516	0.0596	0.0171	1.0498	-2.1973	-2.0142	6.7139	2.0105	-0.3571	-119.1138	47.69	3.59	0	0	0
0x50	 21:05:05.516	0.0596	0.0171	1.0498	-2.1973	-2.0142	6.7139	1.9940	-0.3790	-119.0479	47.69	3.59	0	0	0
0x50	 21:05:05.516	-0.0034	0.0635	0.9917	-4.2114	-1.8311	-2.1973	1.9556	-0.4010	-119.0698	47.68	3.59	0	0	0
0x50	 21:05:05.516	-0.0034	0.0635	0.9917	-4.2114	-1.8311	-2.1973	1.9226	-0.4175	-119.0918	47.68	3.59	0	0	0
0x50	 21:05:05.581	-0.0083	0.0518	0.9712	3.2959	1.5869	-1.4648	1.9611	-0.4010	-119.1083	47.67	3.59	0	0	0
0x50	 21:05:05.581	-0.0083	0.0518	0.9712	3.2959	1.5869	-1.4648	1.9995	-0.3845	-119.1248	47.67	3.59	0	0	0
0x50	 21:05:05.581	0.0220	-0.0044	1.0137	3.6621	0.5493	0.1221	2.0435	-0.3790	-119.1193	47.68	3.59	0	0	0
0x50	 21:05:05.581	0.0220	-0.0044	1.0137	3.6621	0.5493	0.1221	2.0819	-0.3735	-119.1193	47.68	3.59	0	0	0
0x50	 21:05:05.581	0.0078	-0.0610	1.0469	-3.7231	-0.9766	5.0049	2.0435	-0.3845	-119.0698	47.68	3.59	0	0	0
0x50	 21:05:05.581	0.0078	-0.0610	1.0469	-3.7231	-0.9766	5.0049	2.0050	-0.3955	-119.0204	47.68	3.59	0	0	0
0x50	 21:05:05.643	0.0190	0.0078	0.9819	-2.3804	0.1221	-2.6855	1.9775	-0.3955	-119.0479	47.67	3.59	0	0	0
0x50	 21:05:05.643	0.0190	0.0078	0.9819	-2.3804	0.1221	-2.6855	1.9446	-0.3955	-119.0753	47.67	3.59	0	0	0
0x50	 21:05:05.643	-0.0459	0.0469	0.9834	5.5542	2.7466	-2.5635	1.9995	-0.3625	-119.0973	47.68	3.59	0	0	0
0x50	 21:05:05.643	-0.0459	0.0469	0.9834	5.5542	2.7466	-2.5635	2.0490	-0.3351	-119.1248	47.68	3.59	0	0	0
0x50	 21:05:05.643	0.0840	-0.1538	1.1597	6.6528	2.6855	-6.2256	2.1094	-0.3076	-119.1852	47.68	3.59	0	0	0
0x50	 21:05:05.643	0.0840	-0.1538	1.1597	6.6528	2.6855	-6.2256	2.1643	-0.2802	-119.2456	47.68	3.59	0	0	0
0x50	 21:05:05.643	-0.0566	-0.2056	0.8242	-5.8594	7.5073	7.1411	2.0819	-0.2087	-119.1687	47.69	3.59	0	0	0
0x50	 21:05:05.706	-0.0566	-0.2056	0.8242	-5.8594	7.5073	7.1411	1.9995	-0.1373	-119.0973	47.69	3.59	0	0	0
0x50	 21:05:05.706	0.0410	-2.8291	2.9731	-33.0811	18.2495	-15.0146	1.5985	0.0439	-119.2401	47.67	3.59	0	0	0
0x50	 21:05:05.707	0.1265	-11.3174	11.8853	-33.0811	18.2495	-15.0146	1.1096	0.2252	-119.3884	47.67	3.59	0	0	0
0x50	 21:05:05.707	-0.0557	-1.5254	1.3853	-164.1235	8.6060	-29.2969	-0.7086	0.3131	-119.6851	47.67	3.59	0	0	0
0x50	 21:05:05.707	-0.0557	-1.5254	1.3853	-164.1235	8.6060	-29.2969	-2.5269	0.3845	-119.9817	47.67	3.59	0	0	0
0x50	 21:05:05.707	-0.0176	-1.0791	0.8325	-216.3696	14.1602	-18.6157	-4.8669	0.5109	-120.1740	47.68	3.59	0	0	0
0x50	 21:05:05.707	-0.0176	-1.0791	0.8325	-216.3696	14.1602	-18.6157	-7.2015	0.6317	-120.3772	47.68	3.59	0	0	0
0x50	 21:05:05.785	0.0479	0.2354	0.6958	-147.7661	12.2070	-8.9722	-8.8330	0.7361	-120.4871	47.68	3.59	0	0	0
0x50	 21:05:05.785	0.0479	0.2354	0.6958	-147.7661	12.2070	-8.9722	-10.4425	0.8350	-120.5969	47.68	3.59	0	0	0
0x50	 21:05:05.785	0.0840	-0.2314	0.8320	-86.9751	8.6060	16.9678	-11.4258	0.9448	-120.4486	47.69	3.59	0	0	0
0x50	 21:05:05.785	0.0840	-0.2314	0.8320	-86.9751	8.6060	16.9678	-12.3981	1.0547	-120.3058	47.69	3.59	0	0	0
0x50	 21:05:05.785	-0.0088	-0.2163	0.6108	-6.4697	0.7935	27.0386	-12.5629	1.1096	-120.0476	47.68	3.59	0	0	0
0x50	 21:05:05.785	-0.0088	-0.2163	0.6108	-6.4697	0.7935	27.0386	-12.7167	1.1646	-119.7894	47.68	3.59	0	0	0
0x50	 21:05:05.833	0.0190	-0.2280	0.8857	33.7524	10.5591	26.2451	-12.4695	1.3129	-119.5587	47.67	3.59	0	0	0
0x50	 21:05:05.833	0.0190	-0.2280	0.8857	33.7524	10.5591	26.2451	-12.2168	1.4612	-119.3280	47.67	3.59	0	0	0
0x50	 21:05:05.833	-0.0332	-0.2559	0.7275	84.2285	7.7515	30.8838	-11.4532	1.5875	-119.0479	47.67	3.59	0	0	0
0x50	 21:05:05.833	-0.0332	-0.2559	0.7275	84.2285	7.7515	30.8838	-10.6952	1.7084	-118.7622	47.67	3.59	0	0	0
0x50	 21:05:05.833	-0.0610	-0.2051	0.6738	141.5405	11.4746	29.1138	-9.3658	1.8622	-118.5040	47.67	3.59	0	0	0
0x50	 21:05:05.833	-0.0610	-0.2051	0.6738	141.5405	11.4746	29.1138	-8.0420	2.0105	-118.2349	47.67	3.59	0	0	0
0x50	 21:05:05.833	-0.0396	-0.1523	1.2256	188.6597	-18.6768	44.6167	-6.2402	1.8732	-117.7734	47.69	3.59	0	0	0
0x50	 21:05:05.912	-0.0396	-0.1523	1.2256	188.6597	-18.6768	44.6167	-4.4385	1.7194	-117.3175	47.69	3.59	0	0	0
0x50	 21:05:05.912	-0.1235	-0.3823	0.7573	218.2617	-18.7378	48.0347	-2.3566	1.5601	-116.8341	47.67	3.59	0	0	0
0x50	 21:05:05.912	-0.1235	-0.3823	0.7573	218.2617	-18.7378	48.0347	-0.2911	1.3843	-116.3507	47.67	3.59	0	0	0
0x50	 21:05:05.914	-0.0947	-0.3423	1.9219	86.6699	-26.0620	-10.9253	0.4449	1.1316	-116.4606	47.68	3.59	0	0	0
0x50	 21:05:05.914	-0.0947	-0.3423	1.9219	86.6699	-26.0620	-10.9253	1.1920	0.8789	-116.5759	47.68	3.59	0	0	0
0x50	 21:05:05.914	-0.0215	0.3882	1.1382	74.4629	-3.1738	20.7520	1.8347	0.8459	-116.3727	47.67	3.59	0	0	0
0x50	 21:05:05.963	-0.0215	0.3882	1.1382	74.4629	-3.1738	20.7520	2.4884	0.8130	-116.1639	47.67	3.59	0	0	0
0x50	 21:05:05.963	0.0791	0.3550	0.6309	58.2275	-14.7705	20.9961	2.9938	0.6647	-115.9662	47.68	3.59	0	0	0
0x50	 21:05:05.963	0.0791	0.3550	0.6309	58.2275	-14.7705	20.9961	3.5156	0.5054	-115.7629	47.68	3.59	0	0	0
0x50	 21:05:05.963	-0.0156	-0.0054	1.1299	-9.3384	-20.2637	0.2441	3.3618	0.3076	-115.7739	47.68	3.59	0	0	0
0x50	 21:05:05.963	-0.0156	-0.0054	1.1299	-9.3384	-20.2637	0.2441	3.2080	0.1099	-115.7849	47.68	3.59	0	0	0
0x50	 21:05:05.963	-0.0166	0.5879	0.8154	-24.2310	-9.0942	-10.9253	2.9279	0.0275	-115.9003	47.68	3.59	0	0	0
0x50	 21:05:05.963	-0.0166	0.5879	0.8154	-24.2310	-9.0942	-10.9253	2.6752	-0.0439	-116.0156	47.68	3.59	0	0	0
0x50	 21:05:06.055	0.0103	0.2056	1.0581	-42.9688	1.7700	2.1362	2.2412	-0.0220	-115.9937	47.68	3.59	0	0	0
0x50	 21:05:06.055	0.0103	0.2056	1.0581	-42.9688	1.7700	2.1362	1.8182	0.0000	-115.9717	47.68	3.59	0	0	0
0x50	 21:05:06.055	0.0288	0.1060	1.0200	-56.5186	6.1646	4.9438	1.2634	0.0549	-115.9222	47.68	3.59	0	0	0
0x50	 21:05:06.055	0.0288	0.1060	1.0200	-56.5186	6.1646	4.9438	0.7141	0.1208	-115.8728	47.68	3.59	0	0	0
0x50	 21:05:06.055	0.0059	0.0200	0.9780	-24.5361	16.9067	-1.5259	0.4834	0.2856	-115.8893	47.68	3.59	0	0	0
0x50	 21:05:06.055	0.0059	0.0200	0.9780	-24.5361	16.9067	-1.5259	0.2582	0.4559	-115.9058	47.68	3.59	0	0	0
0x50	 21:05:06.055	-0.0181	-0.0054	1.0410	-14.5874	22.1558	-5.1270	0.1263	0.6757	-115.9552	47.68	3.59	0	0	0
0x50	 21:05:06.112	-0.0181	-0.0054	1.0410	-14.5874	22.1558	-5.1270	0.0000	0.8954	-116.0046	47.68	3.59	0	0	0
0x50	 21:05:06.112	-0.0391	-0.0029	0.9980	3.1738	5.1270	-1.4648	0.0385	0.9393	-116.0211	47.68	3.59	0	0	0
0x50	 21:05:06.112	-0.0391	-0.0029	0.9980	3.1738	5.1270	-1.4648	0.0824	0.9888	-116.0376	47.68	3.59	0	0	0
0x50	 21:05:06.112	-0.0381	0.0337	1.0156	5.7373	-4.6387	-1.0986	0.1373	0.9888	-116.0486	47.68	3.59	0	0	0
0x50	 21:05:06.112	-0.0381	0.0337	1.0156	5.7373	-4.6387	-1.0986	0.2032	0.9448	-116.0651	47.68	3.59	0	0	0
0x50	 21:05:06.112	-0.0020	0.0518	1.0068	-1.7090	-2.8076	-0.2441	0.2362	0.9064	-116.0706	47.69	3.59	0	0	0
